Title,Location,Price,Area,Room
Apartment Willy Sluiterstraat,1061 TJ Amsterdam (Overtoomse Veld),"€1,975 per month",89 m²,89 m²
Apartment Lage der A,9718 BJ Groningen (Binnenstad-West),"€1,350 per month",48 m²,48 m²
Apartment Laan van Beens 3,2289 DH Rijswijk (Hoornwijck),"€2,250 per month",120 m²,120 m²
Apartment Donker Curtiusstraat,2555 VX Den Haag (Rosenburg),"€1,450 per month",96 m²,96 m²
House De Tureluur,7642 JE Wierden (Zuidbroek),€995 per month,119 m²,119 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
Apartment Van Ostadestraat 15 3A,1072 SL Amsterdam (Nieuwe Pijp),"€1,900 per month",70 m²,70 m²
Apartment West-Kruiskade,3014 AK Rotterdam (Oude Westen),"€1,495 per month",84 m²,84 m²
Apartment Nonnenveld,4811 DT Breda (Chassé),"€1,650 per month",120 m²,120 m²
House Boonkweg,7482 RG Haaksbergen (Verspreide huizen Sint Isidorushoeve),€845 per month,70 m²,70 m²
Apartment Emmalaan,3581 HN Utrecht (Wilhelminapark en omgeving),"€2,450 per month",100 m²,100 m²
Apartment Spoorsingel,3033 GP Rotterdam (Provenierswijk),"€1,280 per month",63 m²,63 m²
Apartment Meander,1181 WN Amstelveen (Stadshart),"€1,575 per month",60 m²,60 m²
Apartment Lijnderdijk 12,1161 KA Zwanenburg (Zwanenburg Dijk),"€1,150 per month",54 m²,54 m²
Apartment Letterhout 96,1507 EG Zaandam (Westerspoor),€920 per month,35 m²,35 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
House Ooievaardreef,2841 PA Moordrecht (Dorp Noord),"€1,750 per month",140 m²,140 m²
Apartment Noorderhavenkade,3038 XL Rotterdam (Bergpolder),"€1,050 per month",55 m²,55 m²
Apartment Westzijde 408 B,1506 GM Zaandam (Schilders- en Waddenbuurt),"€1,425 per month",65 m²,65 m²
Apartment Molenkade,3645 AX Vinkeveen (Vinkeveen Plassengebied),"€1,650 per month",75 m²,75 m²
Apartment Rozengracht,1016 NC Amsterdam (Jordaan),"€1,950 per month",58 m²,58 m²
Apartment Jansplaats,6811 GB Arnhem (Rijnstraat),€910 per month,35 m²,35 m²
Apartment Jansplaats,6811 GB Arnhem (Rijnstraat),€985 per month,54 m²,54 m²
Apartment Jansplaats,6811 GB Arnhem (Rijnstraat),€960 per month,51 m²,51 m²
Apartment Pleinweg,3083 EW Rotterdam (Carnisse),"€1,150 per month",63 m²,63 m²
Studio Bolswardstraat,5043 BK Tilburg (Gesworen Hoek Oost),€630 per month,23 m²,23 m²
Apartment H. de Lintweg 46,3201 EK Spijkenisse (Centrum-Zuid),"€1,425 per month",104 m²,104 m²
House Kouter,5422 AA Gemert (Gemert-Oost),"€1,450 per month",121 m²,121 m²
Apartment Papeterspad 5 b,3311 WT Dordrecht (Geldelozepad en omgeving),"€1,145 per month",72 m²,72 m²
Apartment Eerste Emmastraat,2012 GG Haarlem (Koninginnebuurt),"€1,100 per month",60 m²,60 m²
Apartment Mr. G. Groen van Prinstererlaan 221,1181 TV Amstelveen (Stadshart),"€2,100 per month",67 m²,67 m²
Apartment Zonnesteinhof 31,1181 NJ Amstelveen (Elsrijk Oost),"€2,100 per month",80 m²,80 m²
Apartment Groen van Prinstererstraat 51 A,3038 RC Rotterdam (Bergpolder),"€1,275 per month",50 m²,50 m²
Apartment Groen van Prinstererstraat 53 A1,3038 RD Rotterdam (Bergpolder),"€1,200 per month",78 m²,78 m²
Apartment Van Bijnkershoeklaan,3527 XG Utrecht (Transwijk-Noord),"€1,195 per month",70 m²,70 m²
Apartment Kapittelshof,6325 EZ Berg en Terblijt (Berg),€895 per month,75 m²,75 m²
Apartment Galgewater 19,2311 VZ Leiden (Academiewijk),"€1,850 per month",100 m²,100 m²
Apartment Molenstraat,4701 JM Roosendaal (Centrum-Oud),€845 per month,70 m²,70 m²
Apartment Loosduinse Uitleg,2553 AV Den Haag (Kom Loosduinen),"€1,145 per month",116 m²,116 m²
Apartment Madurastraat,1094 GP Amsterdam (Indische Buurt West),"€1,500 per month",49 m²,49 m²
House Laan van Overvest 16,2613 DM Delft (Ministersbuurt-Oost),"€2,195 per month",130 m²,130 m²
Apartment Vondelstraat 72 I,1054 GN Amsterdam (Vondelbuurt),"€3,100 per month",95 m²,95 m²
Apartment Molenwerfhof 12,3514 BR Utrecht (Lauwerecht),"€1,995 per month",135 m²,135 m²
Apartment Loosduinsekade,2571 BW Den Haag (Transvaalkwartier-Noord),"€1,495 per month",93 m²,93 m²
Apartment Van de Veldelaan 776,1816 PV Alkmaar (De Hoef III en IV),€550 per month,53 m²,53 m²
Apartment Koningslaan,3583 GB Utrecht (Wilhelminapark en omgeving),"€1,095 per month",50 m²,50 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
Apartment Stoeldraaierstraat,9712 BT Groningen (Binnenstad-Noord),"€1,956 per month",165 m²,165 m²
House Van Merlenstraat,2518 TB Den Haag (Koningsplein en omgeving),€885 per month,36 m²,36 m²
Apartment Zuider Schoolsteeg,2011 RZ Haarlem (Bakenes),"€1,250 per month",55 m²,55 m²
Apartment Boezemkade,3031 BB Rotterdam (Rubroek),"€1,149 per month",76 m²,76 m²
Apartment Hogeweg,2042 GJ Zandvoort (Brederode- Gerkestraat e.o.),"€1,300 per month",55 m²,55 m²
Apartment Karel de Stouteplein,3082 RL Rotterdam (Oud Charlois),"€1,700 per month",117 m²,117 m²
Apartment Van Hogendorpstraat,1051 BT Amsterdam (Staatsliedenbuurt),"€1,600 per month",47 m²,47 m²
House Gerst,6091 PT Leveroy (Leveroy),€950 per month,108 m²,108 m²
Apartment Rodosstraat,1339 VG Almere (Eilandenbuurt),"€1,785 per month",114 m²,114 m²
Studio Zilverparkkade,8232 WL Lelystad (Stadhuisstraat),"€2,000 per month",85 m²,85 m²
House Duivelsbruglaan,4835 JE Breda (Ginneken),"€1,850 per month",70 m²,70 m²
Apartment Laurierstraat 218 III,1016 PT Amsterdam (Jordaan),"€1,550 per month",45 m²,45 m²
Apartment Westwijkplein 21,1187 LS Amstelveen (Theaterbuurt),"€1,430 per month",96 m²,96 m²
Apartment Molenstraat,4701 JM Roosendaal (Centrum-Oud),€995 per month,60 m²,60 m²
Apartment Elspeetstraat 29,2573 HM Den Haag (Oostbroek-Noord),"€1,700 per month",70 m²,70 m²
Apartment Laan van Meerdervoort 84 26.,2517 AP Den Haag (Zeeheldenkwartier),"€1,850 per month",85 m²,85 m²
Apartment Galerij,1181 ZR Amstelveen (Stadshart),"€1,850 per month",105 m²,105 m²
Apartment Jan Willem Frisohof 34,2517 LA Den Haag (Zorgvliet),"€2,000 per month",110 m²,110 m²
Apartment Oudwijk,3581 TG Utrecht (Oudwijk),"€1,975 per month",122 m²,122 m²
Apartment Laan van Roos en Doorn,2514 BC Den Haag (Willemspark),"€1,550 per month",95 m²,95 m²
Apartment Dirck Hoffstraat,3024 VA Rotterdam (Delfshaven),"€1,350 per month",69 m²,69 m²
Apartment Douwes Dekkerstraat 32,"3532 XB Utrecht (Nieuw Engeland, Th. a. Kempisplantsoen en omgeving)","€1,595 per month",80 m²,80 m²
House Hora Siccamasingel,9721 HL Groningen (De Wijert),"€1,050 per month",72 m²,72 m²
Apartment Rietdijk 29,3082 DS Rotterdam (Oud Charlois),"€1,495 per month",95 m²,95 m²
Apartment Van Oldenbarneveldtstraat,1052 KJ Amsterdam (Frederik Hendrikbuurt),"€2,750 per month",100 m²,100 m²
Apartment Lauriergracht 92 H,1016 RN Amsterdam (Jordaan),"€4,200 per month",150 m²,150 m²
House Valeriusstraat,1075 ET Amsterdam (Willemspark),"€7,000 per month",275 m²,275 m²
Apartment Hartingstraat,3511 HV Utrecht (Hooch Boulandt),"€1,575 per month",80 m²,80 m²
House Nieuwstraat,5691 AA Son en Breugel (Son),"€1,600 per month",142 m²,142 m²
Apartment Molenkade,3645 AX Vinkeveen (Vinkeveen Plassengebied),"€1,650 per month",70 m²,70 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
Apartment August Allebéplein 189,1062 AB Amsterdam (Overtoomse Veld),"€1,350 per month",50 m²,50 m²
Apartment Kanseliersplein,5223 LV Den Bosch (Paleiskwartier),"€1,425 per month",74 m²,74 m²
Apartment Karel Appelhof 176 A,1112 ZD Diemen (Holland Park),"€2,205 per month",141 m²,141 m²
Apartment Gedempte Burgwal 4 E,2512 BT Den Haag (Zuidwal),€995 per month,50 m²,50 m²
House Provincialeweg,5503 HA Veldhoven (D'Ekker),"€2,475 per month",175 m²,175 m²
House Pasteurlaan,5644 JB Eindhoven (Eikenburg),"€2,975 per month",168 m²,168 m²
House Middelstegracht,2312 TV Leiden (Pancras-Oost),"€1,890 per month",70 m²,70 m²
Apartment Pasteurstraat,2522 RW Den Haag (Laakkwartier-Oost),€895 per month,65 m²,65 m²
Apartment Jurriaan Kokstraat,2586 SN Den Haag (Visserijbuurt),"€1,250 per month",80 m²,80 m²
House Duinstraat,2584 AV Den Haag (Statenkwartier),"€2,000 per month",127 m²,127 m²
Apartment Laan van Meerdervoort,2517 AP Den Haag (Zeeheldenkwartier),"€1,800 per month",80 m²,80 m²
House Schieweg 81 A-03,3038 AH Rotterdam (Bergpolder),"€1,675 per month",107 m²,107 m²
Apartment Willebrordusplein,3037 TD Rotterdam (Liskwartier),"€1,150 per month",65 m²,65 m²
Apartment Brugstraat,4701 LJ Roosendaal (Centrum-Oud),€870 per month,70 m²,70 m²
House Zuiderdijk,"1606 MG Venhuizen (Drieban (gedeeltelijk), Venhuizen)",€995 per month,45 m²,45 m²
Apartment Berkenstraat,4388 LL Oost-Souburg (Molenweg e.o.),€960 per month,82 m²,82 m²
Apartment Zutphensestraatweg,6881 WS Velp (Velp-Noord boven spoorlijn),€900 per month,75 m²,75 m²
House Seinpôlle 33,9001 ZS Grou (Grou),"€1,250 per month",92 m²,92 m²
Apartment Dr Cuyperslaan,5623 BB Eindhoven (Rapenland),"€1,275 per month",37 m²,37 m²
Apartment Gaslaan,2562 LP Den Haag (Rond de Energiecentrale),"€1,150 per month",62 m²,62 m²
Apartment Renier Nafzgerstraat 6 A,6221 SP Maastricht (Heugemerveld),"€1,290 per month",110 m²,110 m²
House Lekdijk 38,4121 KJ Everdingen (Everdingen),"€2,495 per month",140 m²,140 m²
House Vullingshof,6418 HZ Heerlen (Heerlerbaan-Oost),€825 per month,102 m²,102 m²
House Hekendorpse Buurt,3467 PA Hekendorp (Hekendorpse buurt),"€1,500 per month",110 m²,110 m²
House Oudwijkerdwarsstraat 145,3581 LC Utrecht (Oudwijk),"€1,525 per month",62 m²,62 m²
Apartment Segbroeklaan 482,2565 DG Den Haag (Bloemenbuurt-Oost),"€1,150 per month",101 m²,101 m²
Apartment Van den Hoonaardstraat 14 A,3037 TB Rotterdam (Liskwartier),"€1,150 per month",53 m²,53 m²
Apartment Koningin Astrid Boulevard,2202 BE Noordwijk (Villawijk-Zuid),€995 per month,50 m²,50 m²
Apartment Voetjesstraat,3081 HS Rotterdam (Tarwewijk),"€1,050 per month",78 m²,78 m²
Apartment Nachtegaalstraat 29 G,8011 BV Zwolle (Kamperpoort),€999 per month,50 m²,50 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Oogstplein,7545 HR Enschede (Stevenfenne),"€1,155 per month",71 m²,71 m²
Apartment Hugo Molenaarstraat 16 A 2,3022 NR Rotterdam (Nieuwe Westen),€950 per month,58 m²,58 m²
Apartment Gerrit Rietveldsingel 487,1112 ZB Diemen (Holland Park),"€1,435 per month",93 m²,93 m²
Apartment Zaanstraat 75,1013 RW Amsterdam (Spaarndammer- en Zeeheldenbuurt),"€1,550 per month",35 m²,35 m²
Apartment Bergstraat 60,3511 RS Utrecht (Wijk C),"€1,645 per month",109 m²,109 m²
Apartment Christoffelkruidstraat 50,1032 LK Amsterdam (Noordelijke IJ-oevers West),"€1,800 per month",80 m²,80 m²
Apartment Seinpostduin,2586 ED Den Haag (Scheveningen Badplaats),"€1,350 per month",48 m²,48 m²
Apartment Jan van Duivenvoordestraat,1067 XN Amsterdam (Geuzenveld),"€1,600 per month",60 m²,60 m²
House Rietmeent,1357 CE Almere (De Meenten),"€1,550 per month",120 m²,120 m²
House Het Penseel,8253 ZE Dronten (De Gilden),"€1,475 per month",116 m²,116 m²
Apartment Banne Buikslootlaan 107 C,1034 AB Amsterdam (Banne Buiksloot),"€1,550 per month",71 m²,71 m²
Apartment Amundsenweg,1056 AT Amsterdam (De Kolenkit),"€1,450 per month",60 m²,60 m²
House Soomerluststraat,2275 XN Voorburg (Voorburg West noord),"€2,950 per month",150 m²,150 m²
House Hamerstraat,2512 CX Den Haag (Zuidwal),"€2,050 per month",110 m²,110 m²
Apartment Peppelweg,3053 GB Rotterdam (Schiebroek),"€1,350 per month",65 m²,65 m²
Apartment Haagdijk,4811 TP Breda (Schorsmolen),"€1,100 per month",75 m²,75 m²
Apartment Orthenstraat,5211 SX Den Bosch (Binnenstad-Centrum),"€1,350 per month",81 m²,81 m²
Apartment de Koppele,5632 LG Eindhoven (Vaartbroek),"€1,295 per month",90 m²,90 m²
Apartment Van Loostraat,2582 XG Den Haag (Statenkwartier),"€1,150 per month",70 m²,70 m²
House Zuidlandstraat,4532 CG Terneuzen (Lievenspolder),"€1,250 per month",84 m²,84 m²
Apartment Orteliusstraat,1056 NR Amsterdam (Van Galenbuurt),"€1,550 per month",55 m²,55 m²
House Julianastraat 17 b,3361 XG Sliedrecht (Buitenuitbreiding-West),"€1,250 per month",81 m²,81 m²
Apartment Philips Willemstraat 57 D,3051 PN Rotterdam (Hillegersberg Zuid),"€1,650 per month",75 m²,75 m²
Apartment Kapittelshof,6325 EZ Berg en Terblijt (Berg),€925 per month,70 m²,70 m²
House Korhoenlaan,3847 LN Harderwijk (Strokel),€900 per month,40 m²,40 m²
Apartment Wijnbrugstraat,3011 XW Rotterdam (Stadsdriehoek),"€1,750 per month",75 m²,75 m²
Apartment Mozartlaan,4837 EL Breda (Ruitersbos),"€2,150 per month",125 m²,125 m²
Apartment Prof. dr. J. Tinbergenweg 62,3731 LH De Bilt (De Bilt West),"€1,095 per month",55 m²,55 m²
Apartment Granaatplein,2332 LG Leiden (Hoge Mors),"€1,450 per month",80 m²,80 m²
Apartment Groest,1211 EC Hilversum (Langgewenstbuurt),"€1,295 per month",80 m²,80 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Bilderdijkstraat 9,2513 CM Den Haag (Kortenbos),"€1,800 per month",94 m²,94 m²
House Mallemolen 55 15,2585 XH Den Haag (Archipelbuurt),"€1,500 per month",65 m²,65 m²
Apartment Oldenzaalsestraat,7511 DT Enschede (De Bothoven),"€1,200 per month",60 m²,60 m²
Apartment Avenue Carré 43,2994 EA Barendrecht (Vrijenburg),"€1,300 per month",75 m²,75 m²
Apartment Rusthoekstraat 28 C,2584 CV Den Haag (Visserijbuurt),"€1,300 per month",95 m²,95 m²
Studio Dam,4331 GJ Middelburg (Damplein),€850 per month,60 m²,60 m²
Apartment Amundsenweg,4812 EX Breda (Heuvel),€985 per month,56 m²,56 m²
House Rekerlanden 79,1749 BV Warmenhuizen (Schoorldam),€975 per month,50 m²,50 m²
Apartment Pieter de Hoochstraat 10 2,1071 EE Amsterdam (Museumkwartier),"€3,500 per month",104 m²,104 m²
House Jacob van Heemskerckstraat,4702 TG Roosendaal (Spoorstraat-Van Coothlaan),"€1,350 per month",110 m²,110 m²
Apartment Reigerstraat,4331 BA Middelburg (Abdij),"€2,150 per month",220 m²,220 m²
Apartment Kerkstraat 58 B,1141 BJ Monnickendam (Monnickendam),"€1,395 per month",66 m²,66 m²
House Prinses Margriethof,1411 BX Naarden (Vierhoven),"€1,695 per month",110 m²,110 m²
Apartment Schoolstraat 60,1404 JV Bussum (Brinklaan),"€1,700 per month",108 m²,108 m²
Apartment Provincialeweg,3981 AP Bunnik (Bunnik),"€1,350 per month",128 m²,128 m²
Apartment Oranjeplein,6461 AZ Kerkrade (Kerkrade-Centrum),€795 per month,105 m²,105 m²
Apartment Kerkweg,2631 CB Nootdorp (Nootdorp Centrum/West),"€1,500 per month",112 m²,112 m²
Apartment Catharijnesingel,3511 GN Utrecht (Hooch Boulandt),"€1,295 per month",64 m²,64 m²
House Waaldijk,5306 AB Brakel (Brakel),"€1,750 per month",250 m²,250 m²
Apartment Groen van Prinstererstraat 53 B,3038 RD Rotterdam (Bergpolder),"€1,275 per month",50 m²,50 m²
Apartment Wilhelminastraat 81 III,1054 VX Amsterdam (Overtoomse Sluis),"€2,600 per month",125 m²,125 m²
House Valkenaarstraat 123,1271 TL Huizen (De Zuid),"€1,250 per month",62 m²,62 m²
Apartment Waterlandplein,1024 NB Amsterdam (Waterlandpleinbuurt),"€1,900 per month",100 m²,100 m²
Apartment Korte Promenade,1315 HM Almere (Centrum Almere Stad),"€1,295 per month",69 m²,69 m²
Apartment Stadhouderskade 91 I,1073 AV Amsterdam (Oude Pijp),"€2,250 per month",105 m²,105 m²
House Kalmoes,4847 GN Teteringen (Teteringen),"€2,750 per month",151 m²,151 m²
House Jan Tooropstraat 23 A,2225 XS Katwijk (De Noord),"€1,300 per month",75 m²,75 m²
House Beverweide,3437 TJ Nieuwegein (Batau Noord),"€1,395 per month",111 m²,111 m²
Apartment Stadsring,3811 HM Amersfoort (Smallepad),€728 per month,34 m²,34 m²
Apartment P.C. Boutensstraat,7606 AT Almelo (Ossenkoppelerhoek-Oost),€775 per month,84 m²,84 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
House Van Beverningkstraat 142,2582 VL Den Haag (Statenkwartier),"€4,000 per month",189 m²,189 m²
Apartment Finnenburg 21,2591 XJ Den Haag (Burgen en Horsten),"€1,150 per month",75 m²,75 m²
Apartment Emiliahof,3062 HT Rotterdam (Kralingen Oost),"€1,850 per month",105 m²,105 m²
House Schoudermantel 5,3981 AE Bunnik (Bunnik),€950 per month,55 m²,55 m²
Apartment Weerdstraat,7941 XL Meppel (Koninginnebuurt),€665 per month,46 m²,46 m²
Apartment Hudsonstraat,1057 ST Amsterdam (Hoofdweg e.o.),"€1,400 per month",44 m²,44 m²
Apartment Van Brienenstraat,6721 VW Bennekom (Boekelo),€755 per month,40 m²,40 m²
Apartment Zomerkade,1273 SP Huizen (Huizermaat Noord),"€1,345 per month",80 m²,80 m²
Apartment Lange Niezel,1012 GS Amsterdam (Burgwallen-Oude Zijde),"€1,350 per month",47 m²,47 m²
House Ursulastraat 2,2011 PN Haarlem (Binnenstad),"€2,750 per month",185 m²,185 m²
Apartment Singel 282 B,1016 AD Amsterdam (Grachtengordel-West),"€3,250 per month",162 m²,162 m²
Apartment Elandsstraat 64 B,1016 SG Amsterdam (Jordaan),"€1,600 per month",50 m²,50 m²
Apartment Franciscusberg,4611 MZ Bergen op Zoom (Centrum),"€1,275 per month",75 m²,75 m²
Apartment Grote Markt,4611 NR Bergen op Zoom (Centrum),"€1,250 per month",70 m²,70 m²
House Jaagpad Oost,6219 NM Maastricht (Boschpoort),"€1,300 per month",51 m²,51 m²
Apartment Dokter van Stratenweg,4205 LS Gorinchem (Stalkaarsen),Price on request,90 m²,90 m²
Apartment Lange Dreef,4101 NR Culemborg (Noordoostelijke Buitenwijken),"€1,250 per month",60 m²,60 m²
Apartment De Lairessestraat,1075 HL Amsterdam (Willemspark),"€4,500 per month",227 m²,227 m²
Apartment Denneweg,2514 CJ Den Haag (Voorhout),"€2,500 per month",110 m²,110 m²
House Noorderkroon,1188 AC Amstelveen (Hemellichamenbuurt),"€2,000 per month",120 m²,120 m²
House Robijnlaan 95,5431 ZN Cuijk (Cuijk De Valuwe),"€1,395 per month",145 m²,145 m²
Apartment Aart van der Leeuwlaan 1010,2624 MA Delft (Aart van der Leeuwbuurt),"€1,550 per month",92 m²,92 m²
Apartment Zwijnsbergenstraat,4834 JN Breda (Ypelaar),"€1,100 per month",60 m²,60 m²
House Duizendbladstraat,4461 MN Goes (Goes-West),"€1,650 per month",122 m²,122 m²
Apartment Rodenburgstraat,3043 TW Rotterdam (Overschie),"€2,000 per month",86 m²,86 m²
Apartment Zwartelaan,2271 BS Voorburg (Voorburg Oud zuid),"€1,700 per month",88 m²,88 m²
Apartment Rijswijkseweg,2516 HE Den Haag (Noordpolderbuurt),€550 per month,15 m²,15 m²
Apartment Heemstedestraat,1059 CZ Amsterdam (Hoofddorppleinbuurt),"€1,650 per month",54 m²,54 m²
Apartment Ridderspoorweg,1032 LL Amsterdam (Noordelijke IJ-oevers West),"€1,750 per month",75 m²,75 m²
House Beatrixstraat 22,2202 NR Noordwijk (De Noord),"€1,450 per month",125 m²,125 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
Apartment Aartsbisschop Romerostraat,3573 AG Utrecht (Voordorp en Voorveldsepolder),"€1,550 per month",74 m²,74 m²
Apartment Van Boetzelaerlaan 113,2581 AG Den Haag (Statenkwartier),"€1,850 per month",91 m²,91 m²
Apartment Willemsparkweg,1071 HC Amsterdam (Museumkwartier),"€4,500 per month",140 m²,140 m²
Apartment Andreasplein 26,1058 GD Amsterdam (Westlandgracht),"€3,250 per month",164 m²,164 m²
Apartment Dalsteindreef,"1102 XA Amsterdam (Bijlmer Centrum (D,F,H))","€1,044 per month",44 m²,44 m²
House Judith Leijsterweg,1181 TC Amstelveen (Elsrijk Oost),"€2,100 per month",110 m²,110 m²
